id,time,IaAB,IbAB,IcAB
6843,68430,8.270708e+01,8.270790e+01,8.270748e+01
6844,68440,8.270708e+01,8.270790e+01,8.270748e+01
6845,68450,8.270708e+01,8.270790e+01,8.270748e+01
6846,68460,8.270708e+01,8.270790e+01,8.270747e+01
6847,68470,8.270708e+01,8.270790e+01,8.270747e+01
6848,68480,8.270708e+01,8.270790e+01,8.270747e+01
6849,68490,8.270708e+01,8.270790e+01,8.270747e+01
6850,68500,8.270708e+01,8.270790e+01,8.270747e+01
6851,68510,8.270708e+01,8.270790e+01,8.270746e+01
6852,68520,8.270708e+01,8.270790e+01,8.270746e+01
6853,68530,8.270708e+01,8.270790e+01,8.270746e+01
6854,68540,8.270708e+01,8.270790e+01,8.270746e+01
6855,68550,8.270708e+01,8.270790e+01,8.270746e+01
6856,68560,8.270709e+01,8.270790e+01,8.270745e+01
6857,68570,8.270709e+01,8.270790e+01,8.270745e+01
6858,68580,8.270709e+01,8.270790e+01,8.270745e+01
6859,68590,8.270709e+01,8.270790e+01,8.270745e+01
6860,68600,8.270709e+01,8.270790e+01,8.270745e+01
6861,68610,8.270709e+01,8.270790e+01,8.270745e+01
6862,68620,8.270709e+01,8.270790e+01,8.270745e+01
6863,68630,8.270709e+01,8.270790e+01,8.270745e+01
6864,68640,8.270709e+01,8.270790e+01,8.270745e+01
6865,68650,8.270709e+01,8.270790e+01,8.270745e+01
6866,68660,8.270709e+01,8.270790e+01,8.270744e+01
6867,68670,8.270709e+01,8.270790e+01,8.270744e+01
6868,68680,8.270709e+01,8.270790e+01,8.270744e+01
6869,68690,8.270709e+01,8.270790e+01,8.270744e+01
6870,68700,8.270709e+01,8.270790e+01,8.270744e+01
6871,68710,8.270709e+01,8.270790e+01,8.270743e+01
6872,68720,8.270709e+01,8.270790e+01,8.270743e+01
6873,68730,8.270709e+01,8.270790e+01,8.270743e+01
6874,68740,8.270709e+01,8.270790e+01,8.270743e+01
6875,68750,8.270709e+01,8.270790e+01,8.270743e+01
6876,68760,8.270710e+01,8.270790e+01,8.270742e+01
6877,68770,8.270710e+01,8.270790e+01,8.270742e+01
6878,68780,8.270710e+01,8.270790e+01,8.270742e+01
6879,68790,8.270710e+01,8.270790e+01,8.270742e+01
6880,68800,8.270710e+01,8.270790e+01,8.270742e+01
6881,68810,8.270710e+01,8.270790e+01,8.270741e+01
6882,68820,8.270710e+01,8.270790e+01,8.270741e+01
6883,68830,8.270710e+01,8.270790e+01,8.270741e+01
6884,68840,8.270710e+01,8.270790e+01,8.270741e+01
6885,68850,8.270710e+01,8.270790e+01,8.270741e+01
6886,68860,8.270710e+01,8.270790e+01,8.270739e+01
6887,68870,8.270710e+01,8.270790e+01,8.270739e+01
6888,68880,8.270710e+01,8.270790e+01,8.270739e+01
6889,68890,8.270710e+01,8.270790e+01,8.270739e+01
6890,68900,8.270710e+01,8.270790e+01,8.270739e+01
6891,68910,8.270710e+01,8.270789e+01,8.270738e+01
6892,68920,8.270710e+01,8.270789e+01,8.270738e+01
6893,68930,8.270710e+01,8.270789e+01,8.270738e+01
6894,68940,8.270710e+01,8.270789e+01,8.270738e+01
6895,68950,8.270710e+01,8.270789e+01,8.270738e+01
6896,68960,8.270711e+01,8.270789e+01,8.270737e+01
6897,68970,8.270711e+01,8.270789e+01,8.270737e+01
6898,68980,8.270711e+01,8.270789e+01,8.270737e+01
6899,68990,8.270711e+01,8.270789e+01,8.270737e+01
6900,69000,8.270711e+01,8.270789e+01,8.270737e+01
6901,69010,8.270711e+01,8.270789e+01,8.270736e+01
6902,69020,8.270711e+01,8.270789e+01,8.270736e+01
6903,69030,8.270711e+01,8.270789e+01,8.270736e+01
6904,69040,8.270711e+01,8.270789e+01,8.270736e+01
6905,69050,8.270711e+01,8.270789e+01,8.270736e+01
6906,69060,8.270711e+01,8.270789e+01,8.270735e+01
6907,69070,8.270711e+01,8.270789e+01,8.270735e+01
6908,69080,8.270711e+01,8.270789e+01,8.270735e+01
6909,69090,8.270711e+01,8.270789e+01,8.270735e+01
6910,69100,8.270711e+01,8.270789e+01,8.270735e+01
6911,69110,8.270711e+01,8.270789e+01,8.270734e+01
6912,69120,8.270711e+01,8.270789e+01,8.270734e+01
6913,69130,8.270711e+01,8.270789e+01,8.270734e+01
6914,69140,8.270711e+01,8.270789e+01,8.270734e+01
6915,69150,8.270711e+01,8.270789e+01,8.270734e+01
6916,69160,8.270711e+01,8.270788e+01,8.270733e+01
6917,69170,8.270711e+01,8.270788e+01,8.270733e+01
6918,69180,8.270711e+01,8.270788e+01,8.270733e+01
6919,69190,8.270711e+01,8.270788e+01,8.270733e+01
6920,69200,8.270711e+01,8.270788e+01,8.270733e+01
6921,69210,8.270712e+01,8.270788e+01,8.270732e+01
6922,69220,8.270712e+01,8.270788e+01,8.270732e+01
6923,69230,8.270712e+01,8.270788e+01,8.270732e+01
6924,69240,8.270712e+01,8.270788e+01,8.270732e+01
6925,69250,8.270712e+01,8.270788e+01,8.270732e+01
6926,69260,8.270712e+01,8.270788e+01,8.270731e+01
6927,69270,8.270712e+01,8.270788e+01,8.270731e+01
6928,69280,8.270712e+01,8.270788e+01,8.270731e+01
6929,69290,8.270712e+01,8.270788e+01,8.270731e+01
6930,69300,8.270712e+01,8.270788e+01,8.270731e+01
6931,69310,8.270712e+01,8.270787e+01,8.270730e+01
6932,69320,8.270712e+01,8.270787e+01,8.270730e+01
6933,69330,8.270712e+01,8.270787e+01,8.270730e+01
6934,69340,8.270712e+01,8.270787e+01,8.270730e+01
6935,69350,8.270712e+01,8.270787e+01,8.270730e+01
6936,69360,8.270712e+01,8.270787e+01,8.270729e+01
6937,69370,8.270712e+01,8.270787e+01,8.270729e+01
6938,69380,8.270712e+01,8.270787e+01,8.270729e+01
6939,69390,8.270712e+01,8.270787e+01,8.270729e+01
6940,69400,8.270712e+01,8.270787e+01,8.270729e+01
6941,69410,8.270713e+01,8.270787e+01,8.270728e+01
6942,69420,8.270713e+01,8.270787e+01,8.270728e+01
6943,69430,8.270713e+01,8.270787e+01,8.270728e+01
6944,69440,8.270713e+01,8.270787e+01,8.270728e+01
6945,69450,8.270713e+01,8.270787e+01,8.270728e+01
6946,69460,8.270713e+01,8.270786e+01,8.270727e+01
6947,69470,8.270713e+01,8.270786e+01,8.270727e+01
6948,69480,8.270713e+01,8.270786e+01,8.270727e+01
6949,69490,8.270713e+01,8.270786e+01,8.270727e+01
6950,69500,8.270713e+01,8.270786e+01,8.270727e+01
6951,69510,8.270713e+01,8.270786e+01,8.270726e+01
6952,69520,8.270713e+01,8.270786e+01,8.270726e+01
6953,69530,8.270713e+01,8.270786e+01,8.270726e+01
6954,69540,8.270713e+01,8.270786e+01,8.270726e+01
6955,69550,8.270713e+01,8.270786e+01,8.270726e+01
6956,69560,8.270713e+01,8.270785e+01,8.270725e+01
6957,69570,8.270713e+01,8.270785e+01,8.270725e+01
6958,69580,8.270713e+01,8.270785e+01,8.270725e+01
6959,69590,8.270713e+01,8.270785e+01,8.270725e+01
6960,69600,8.270713e+01,8.270785e+01,8.270725e+01
6961,69610,8.270713e+01,8.270785e+01,8.270724e+01
6962,69620,8.270713e+01,8.270785e+01,8.270724e+01
6963,69630,8.270713e+01,8.270785e+01,8.270724e+01
6964,69640,8.270713e+01,8.270785e+01,8.270724e+01
6965,69650,8.270713e+01,8.270785e+01,8.270724e+01
6966,69660,8.270714e+01,8.270784e+01,8.270723e+01
6967,69670,8.270714e+01,8.270784e+01,8.270723e+01
6968,69680,8.270714e+01,8.270784e+01,8.270723e+01
6969,69690,8.270714e+01,8.270784e+01,8.270723e+01
6970,69700,8.270714e+01,8.270784e+01,8.270723e+01
6971,69710,8.270714e+01,8.270784e+01,8.270722e+01
6972,69720,8.270714e+01,8.270784e+01,8.270722e+01
6973,69730,8.270714e+01,8.270784e+01,8.270722e+01
6974,69740,8.270714e+01,8.270784e+01,8.270722e+01
6975,69750,8.270714e+01,8.270784e+01,8.270722e+01
6976,69760,8.270714e+01,8.270783e+01,8.270721e+01
6977,69770,8.270714e+01,8.270783e+01,8.270721e+01
6978,69780,8.270714e+01,8.270783e+01,8.270721e+01
6979,69790,8.270714e+01,8.270783e+01,8.270721e+01
6980,69800,8.270714e+01,8.270783e+01,8.270721e+01
6981,69810,8.270714e+01,8.270783e+01,8.270720e+01
6982,69820,8.270714e+01,8.270783e+01,8.270720e+01
6983,69830,8.270714e+01,8.270783e+01,8.270720e+01
6984,69840,8.270714e+01,8.270783e+01,8.270720e+01
6985,69850,8.270714e+01,8.270783e+01,8.270720e+01
6986,69860,8.270714e+01,8.270782e+01,8.270719e+01
6987,69870,8.270714e+01,8.270782e+01,8.270719e+01
6988,69880,8.270714e+01,8.270782e+01,8.270719e+01
6989,69890,8.270714e+01,8.270782e+01,8.270719e+01
6990,69900,8.270714e+01,8.270782e+01,8.270719e+01
6991,69910,8.270714e+01,8.270782e+01,8.270718e+01
6992,69920,8.270714e+01,8.270782e+01,8.270718e+01
6993,69930,8.270714e+01,8.270782e+01,8.270718e+01
6994,69940,8.270714e+01,8.270782e+01,8.270718e+01
6995,69950,8.270714e+01,8.270782e+01,8.270718e+01
6996,69960,8.270715e+01,8.270781e+01,8.270717e+01
6997,69970,8.270715e+01,8.270781e+01,8.270717e+01
6998,69980,8.270715e+01,8.270781e+01,8.270717e+01
6999,69990,8.270715e+01,8.270781e+01,8.270717e+01
7000,70000,8.270715e+01,8.270781e+01,8.270717e+01
7001,70010,8.270715e+01,8.270781e+01,8.270716e+01
7002,70020,8.270715e+01,8.270781e+01,8.270716e+01
7003,70030,8.270715e+01,8.270781e+01,8.270716e+01
7004,70040,8.270715e+01,8.270781e+01,8.270716e+01
7005,70050,8.270715e+01,8.270781e+01,8.270716e+01
7006,70060,8.270715e+01,8.270780e+01,8.270715e+01
7007,70070,8.270715e+01,8.270780e+01,8.270715e+01
7008,70080,8.270715e+01,8.270780e+01,8.270715e+01
7009,70090,8.270715e+01,8.270780e+01,8.270715e+01
7010,70100,8.270715e+01,8.270780e+01,8.270715e+01
7011,70110,8.270715e+01,8.270779e+01,8.270713e+01
7012,70120,8.270715e+01,8.270779e+01,8.270713e+01
7013,70130,8.270715e+01,8.270779e+01,8.270713e+01
7014,70140,8.270715e+01,8.270779e+01,8.270713e+01
7015,70150,8.270715e+01,8.270779e+01,8.270713e+01
7016,70160,8.270715e+01,8.270779e+01,8.270712e+01
7017,70170,8.270715e+01,8.270779e+01,8.270712e+01
7018,70180,8.270715e+01,8.270779e+01,8.270712e+01
7019,70190,8.270715e+01,8.270779e+01,8.270712e+01
7020,70200,8.270715e+01,8.270779e+01,8.270712e+01
7021,70210,8.270715e+01,8.270778e+01,8.270711e+01
7022,70220,8.270715e+01,8.270778e+01,8.270711e+01
7023,70230,8.270715e+01,8.270778e+01,8.270711e+01
7024,70240,8.270715e+01,8.270778e+01,8.270711e+01
7025,70250,8.270715e+01,8.270778e+01,8.270711e+01
7026,70260,8.270715e+01,8.270777e+01,8.270710e+01
7027,70270,8.270715e+01,8.270777e+01,8.270710e+01
7028,70280,8.270715e+01,8.270777e+01,8.270710e+01
7029,70290,8.270715e+01,8.270777e+01,8.270710e+01
7030,70300,8.270715e+01,8.270777e+01,8.270710e+01
7031,70310,8.270716e+01,8.270777e+01,8.270709e+01
7032,70320,8.270716e+01,8.270777e+01,8.270709e+01
7033,70330,8.270716e+01,8.270777e+01,8.270709e+01
7034,70340,8.270716e+01,8.270777e+01,8.270709e+01
7035,70350,8.270716e+01,8.270777e+01,8.270709e+01
7036,70360,8.270716e+01,8.270776e+01,8.270708e+01
7037,70370,8.270716e+01,8.270776e+01,8.270708e+01
7038,70380,8.270716e+01,8.270776e+01,8.270708e+01
7039,70390,8.270716e+01,8.270776e+01,8.270708e+01
7040,70400,8.270716e+01,8.270776e+01,8.270708e+01
7041,70410,8.270716e+01,8.270775e+01,8.270707e+01
7042,70420,8.270716e+01,8.270775e+01,8.270707e+01
7043,70430,8.270716e+01,8.270775e+01,8.270707e+01
7044,70440,8.270716e+01,8.270775e+01,8.270707e+01
7045,70450,8.270716e+01,8.270775e+01,8.270707e+01
7046,70460,8.270716e+01,8.270775e+01,8.270706e+01
7047,70470,8.270716e+01,8.270775e+01,8.270706e+01
7048,70480,8.270716e+01,8.270775e+01,8.270706e+01
7049,70490,8.270716e+01,8.270775e+01,8.270706e+01
7050,70500,8.270716e+01,8.270775e+01,8.270706e+01
7051,70510,8.270716e+01,8.270774e+01,8.270705e+01
7052,70520,8.270716e+01,8.270774e+01,8.270705e+01
7053,70530,8.270716e+01,8.270774e+01,8.270705e+01
7054,70540,8.270716e+01,8.270774e+01,8.270705e+01
7055,70550,8.270716e+01,8.270774e+01,8.270705e+01
7056,70560,8.270716e+01,8.270773e+01,8.270704e+01
7057,70570,8.270716e+01,8.270773e+01,8.270704e+01
7058,70580,8.270716e+01,8.270773e+01,8.270704e+01
7059,70590,8.270716e+01,8.270773e+01,8.270704e+01
7060,70600,8.270716e+01,8.270773e+01,8.270704e+01
7061,70610,8.270716e+01,8.270772e+01,8.270703e+01
7062,70620,8.270716e+01,8.270772e+01,8.270703e+01
7063,70630,8.270716e+01,8.270772e+01,8.270703e+01
7064,70640,8.270716e+01,8.270772e+01,8.270703e+01
7065,70650,8.270716e+01,8.270772e+01,8.270703e+01
7066,70660,8.270716e+01,8.270772e+01,8.270702e+01
7067,70670,8.270716e+01,8.270772e+01,8.270702e+01
7068,70680,8.270716e+01,8.270772e+01,8.270702e+01
7069,70690,8.270716e+01,8.270772e+01,8.270702e+01
7070,70700,8.270716e+01,8.270772e+01,8.270702e+01
7071,70710,8.270716e+01,8.270771e+01,8.270701e+01
7072,70720,8.270716e+01,8.270771e+01,8.270701e+01
7073,70730,8.270716e+01,8.270771e+01,8.270701e+01
7074,70740,8.270716e+01,8.270771e+01,8.270701e+01
7075,70750,8.270716e+01,8.270771e+01,8.270701e+01
7076,70760,8.270717e+01,8.270770e+01,8.270700e+01
7077,70770,8.270717e+01,8.270770e+01,8.270700e+01
7078,70780,8.270717e+01,8.270770e+01,8.270700e+01
7079,70790,8.270717e+01,8.270770e+01,8.270700e+01
7080,70800,8.270717e+01,8.270770e+01,8.270700e+01
7081,70810,8.270717e+01,8.270769e+01,8.270699e+01
7082,70820,8.270717e+01,8.270769e+01,8.270699e+01
7083,70830,8.270717e+01,8.270769e+01,8.270699e+01
7084,70840,8.270717e+01,8.270769e+01,8.270699e+01
7085,70850,8.270717e+01,8.270769e+01,8.270699e+01
7086,70860,8.270717e+01,8.270768e+01,8.270698e+01
7087,70870,8.270717e+01,8.270768e+01,8.270698e+01
7088,70880,8.270717e+01,8.270768e+01,8.270698e+01
7089,70890,8.270717e+01,8.270768e+01,8.270698e+01
7090,70900,8.270717e+01,8.270768e+01,8.270698e+01
7091,70910,8.270717e+01,8.270767e+01,8.270697e+01
7092,70920,8.270717e+01,8.270767e+01,8.270697e+01
7093,70930,8.270717e+01,8.270767e+01,8.270697e+01
7094,70940,8.270717e+01,8.270767e+01,8.270697e+01
7095,70950,8.270717e+01,8.270767e+01,8.270697e+01
7096,70960,8.270717e+01,8.270766e+01,8.270696e+01
7097,70970,8.270717e+01,8.270766e+01,8.270696e+01
7098,70980,8.270717e+01,8.270766e+01,8.270696e+01
7099,70990,8.270717e+01,8.270766e+01,8.270696e+01
7100,71000,8.270717e+01,8.270766e+01,8.270696e+01
7101,71010,8.270717e+01,8.270766e+01,8.270695e+01
7102,71020,8.270717e+01,8.270766e+01,8.270695e+01
7103,71030,8.270717e+01,8.270766e+01,8.270695e+01
7104,71040,8.270717e+01,8.270766e+01,8.270695e+01
7105,71050,8.270717e+01,8.270766e+01,8.270695e+01
7106,71060,8.270717e+01,8.270765e+01,8.270694e+01
7107,71070,8.270717e+01,8.270765e+01,8.270694e+01
7108,71080,8.270717e+01,8.270765e+01,8.270694e+01
7109,71090,8.270717e+01,8.270765e+01,8.270694e+01
7110,71100,8.270717e+01,8.270765e+01,8.270694e+01
7111,71110,8.270717e+01,8.270764e+01,8.270694e+01
7112,71120,8.270717e+01,8.270764e+01,8.270694e+01
7113,71130,8.270717e+01,8.270764e+01,8.270694e+01
7114,71140,8.270717e+01,8.270764e+01,8.270694e+01
7115,71150,8.270717e+01,8.270764e+01,8.270694e+01
7116,71160,8.270717e+01,8.270763e+01,8.270693e+01
7117,71170,8.270717e+01,8.270763e+01,8.270693e+01
7118,71180,8.270717e+01,8.270763e+01,8.270693e+01
7119,71190,8.270717e+01,8.270763e+01,8.270693e+01
7120,71200,8.270717e+01,8.270763e+01,8.270693e+01
7121,71210,8.270717e+01,8.270762e+01,8.270692e+01
7122,71220,8.270717e+01,8.270762e+01,8.270692e+01
7123,71230,8.270717e+01,8.270762e+01,8.270692e+01
7124,71240,8.270717e+01,8.270762e+01,8.270692e+01
7125,71250,8.270717e+01,8.270762e+01,8.270692e+01
7126,71260,8.270717e+01,8.270761e+01,8.270691e+01
7127,71270,8.270717e+01,8.270761e+01,8.270691e+01
7128,71280,8.270717e+01,8.270761e+01,8.270691e+01
7129,71290,8.270717e+01,8.270761e+01,8.270691e+01
7130,71300,8.270717e+01,8.270761e+01,8.270691e+01
7131,71310,8.270717e+01,8.270760e+01,8.270690e+01
7132,71320,8.270717e+01,8.270760e+01,8.270690e+01
7133,71330,8.270717e+01,8.270760e+01,8.270690e+01
7134,71340,8.270717e+01,8.270760e+01,8.270690e+01
7135,71350,8.270717e+01,8.270760e+01,8.270690e+01
7136,71360,8.270717e+01,8.270759e+01,8.270689e+01
7137,71370,8.270717e+01,8.270759e+01,8.270689e+01
7138,71380,8.270717e+01,8.270759e+01,8.270689e+01
7139,71390,8.270717e+01,8.270759e+01,8.270689e+01
7140,71400,8.270717e+01,8.270759e+01,8.270689e+01
7141,71410,8.270717e+01,8.270758e+01,8.270688e+01
7142,71420,8.270717e+01,8.270758e+01,8.270688e+01
7143,71430,8.270717e+01,8.270758e+01,8.270688e+01
7144,71440,8.270717e+01,8.270758e+01,8.270688e+01
7145,71450,8.270717e+01,8.270758e+01,8.270688e+01
7146,71460,8.270717e+01,8.270757e+01,8.270687e+01
7147,71470,8.270717e+01,8.270757e+01,8.270687e+01
7148,71480,8.270717e+01,8.270757e+01,8.270687e+01
7149,71490,8.270717e+01,8.270757e+01,8.270687e+01
7150,71500,8.270717e+01,8.270757e+01,8.270687e+01
7151,71510,8.270717e+01,8.270756e+01,8.270686e+01
7152,71520,8.270717e+01,8.270756e+01,8.270686e+01
7153,71530,8.270717e+01,8.270756e+01,8.270686e+01
7154,71540,8.270717e+01,8.270756e+01,8.270686e+01
7155,71550,8.270717e+01,8.270756e+01,8.270686e+01
7156,71560,8.270717e+01,8.270755e+01,8.270685e+01
7157,71570,8.270717e+01,8.270755e+01,8.270685e+01
7158,71580,8.270717e+01,8.270755e+01,8.270685e+01
7159,71590,8.270717e+01,8.270755e+01,8.270685e+01
7160,71600,8.270717e+01,8.270755e+01,8.270685e+01
7161,71610,8.270718e+01,8.270754e+01,8.270685e+01
7162,71620,8.270718e+01,8.270754e+01,8.270685e+01
7163,71630,8.270718e+01,8.270754e+01,8.270685e+01
7164,71640,8.270718e+01,8.270754e+01,8.270685e+01
7165,71650,8.270718e+01,8.270754e+01,8.270685e+01
7166,71660,8.270718e+01,8.270753e+01,8.270684e+01
7167,71670,8.270718e+01,8.270753e+01,8.270684e+01
7168,71680,8.270718e+01,8.270753e+01,8.270684e+01
7169,71690,8.270718e+01,8.270753e+01,8.270684e+01
7170,71700,8.270718e+01,8.270753e+01,8.270684e+01
7171,71710,8.270718e+01,8.270752e+01,8.270683e+01
7172,71720,8.270718e+01,8.270752e+01,8.270683e+01
7173,71730,8.270718e+01,8.270752e+01,8.270683e+01
7174,71740,8.270718e+01,8.270752e+01,8.270683e+01
7175,71750,8.270718e+01,8.270752e+01,8.270683e+01
7176,71760,8.270718e+01,8.270751e+01,8.270682e+01
7177,71770,8.270718e+01,8.270751e+01,8.270682e+01
7178,71780,8.270718e+01,8.270751e+01,8.270682e+01
7179,71790,8.270718e+01,8.270751e+01,8.270682e+01
7180,71800,8.270718e+01,8.270751e+01,8.270682e+01
7181,71810,8.270718e+01,8.270750e+01,8.270681e+01
7182,71820,8.270718e+01,8.270750e+01,8.270681e+01
7183,71830,8.270718e+01,8.270750e+01,8.270681e+01
7184,71840,8.270718e+01,8.270750e+01,8.270681e+01
7185,71850,8.270718e+01,8.270750e+01,8.270681e+01
7186,71860,8.270718e+01,8.270749e+01,8.270680e+01
7187,71870,8.270718e+01,8.270749e+01,8.270680e+01
7188,71880,8.270718e+01,8.270749e+01,8.270680e+01
7189,71890,8.270718e+01,8.270749e+01,8.270680e+01
7190,71900,8.270718e+01,8.270749e+01,8.270680e+01
7191,71910,8.270718e+01,8.270748e+01,8.270679e+01
7192,71920,8.270718e+01,8.270748e+01,8.270679e+01
7193,71930,8.270718e+01,8.270748e+01,8.270679e+01
7194,71940,8.270718e+01,8.270748e+01,8.270679e+01
7195,71950,8.270718e+01,8.270748e+01,8.270679e+01
7196,71960,8.270718e+01,8.270747e+01,8.270679e+01
7197,71970,8.270718e+01,8.270747e+01,8.270679e+01
7198,71980,8.270718e+01,8.270747e+01,8.270679e+01
7199,71990,8.270718e+01,8.270747e+01,8.270679e+01
7200,72000,8.270718e+01,8.270747e+01,8.270679e+01
7201,72010,8.270718e+01,8.270746e+01,8.270678e+01
7202,72020,8.270718e+01,8.270746e+01,8.270678e+01
7203,72030,8.270718e+01,8.270746e+01,8.270678e+01
7204,72040,8.270718e+01,8.270746e+01,8.270678e+01
7205,72050,8.270718e+01,8.270746e+01,8.270678e+01
7206,72060,8.270718e+01,8.270745e+01,8.270677e+01
7207,72070,8.270718e+01,8.270745e+01,8.270677e+01
7208,72080,8.270718e+01,8.270745e+01,8.270677e+01
7209,72090,8.270718e+01,8.270745e+01,8.270677e+01
7210,72100,8.270718e+01,8.270745e+01,8.270677e+01
7211,72110,8.270717e+01,8.270744e+01,8.270676e+01
7212,72120,8.270717e+01,8.270744e+01,8.270676e+01
7213,72130,8.270717e+01,8.270744e+01,8.270676e+01
7214,72140,8.270717e+01,8.270744e+01,8.270676e+01
7215,72150,8.270717e+01,8.270744e+01,8.270676e+01
7216,72160,8.270717e+01,8.270743e+01,8.270676e+01
7217,72170,8.270717e+01,8.270743e+01,8.270676e+01
7218,72180,8.270717e+01,8.270743e+01,8.270676e+01
7219,72190,8.270717e+01,8.270743e+01,8.270676e+01
7220,72200,8.270717e+01,8.270743e+01,8.270676e+01
7221,72210,8.270717e+01,8.270741e+01,8.270675e+01
7222,72220,8.270717e+01,8.270741e+01,8.270675e+01
7223,72230,8.270717e+01,8.270741e+01,8.270675e+01
7224,72240,8.270717e+01,8.270741e+01,8.270675e+01
7225,72250,8.270717e+01,8.270741e+01,8.270675e+01
7226,72260,8.270717e+01,8.270740e+01,8.270674e+01
7227,72270,8.270717e+01,8.270740e+01,8.270674e+01
7228,72280,8.270717e+01,8.270740e+01,8.270674e+01
7229,72290,8.270717e+01,8.270740e+01,8.270674e+01
7230,72300,8.270717e+01,8.270740e+01,8.270674e+01
7231,72310,8.270717e+01,8.270739e+01,8.270673e+01
7232,72320,8.270717e+01,8.270739e+01,8.270673e+01
7233,72330,8.270717e+01,8.270739e+01,8.270673e+01
7234,72340,8.270717e+01,8.270739e+01,8.270673e+01
7235,72350,8.270717e+01,8.270739e+01,8.270673e+01
7236,72360,8.270717e+01,8.270738e+01,8.270673e+01
7237,72370,8.270717e+01,8.270738e+01,8.270673e+01
7238,72380,8.270717e+01,8.270738e+01,8.270673e+01
7239,72390,8.270717e+01,8.270738e+01,8.270673e+01
7240,72400,8.270717e+01,8.270738e+01,8.270673e+01
7241,72410,8.270717e+01,8.270737e+01,8.270672e+01
7242,72420,8.270717e+01,8.270737e+01,8.270672e+01
7243,72430,8.270717e+01,8.270737e+01,8.270672e+01
7244,72440,8.270717e+01,8.270737e+01,8.270672e+01
7245,72450,8.270717e+01,8.270737e+01,8.270672e+01
7246,72460,8.270717e+01,8.270736e+01,8.270671e+01
7247,72470,8.270717e+01,8.270736e+01,8.270671e+01
7248,72480,8.270717e+01,8.270736e+01,8.270671e+01
7249,72490,8.270717e+01,8.270736e+01,8.270671e+01
7250,72500,8.270717e+01,8.270736e+01,8.270671e+01
7251,72510,8.270717e+01,8.270735e+01,8.270671e+01
7252,72520,8.270717e+01,8.270735e+01,8.270671e+01
7253,72530,8.270717e+01,8.270735e+01,8.270671e+01
7254,72540,8.270717e+01,8.270735e+01,8.270671e+01
7255,72550,8.270717e+01,8.270735e+01,8.270671e+01
7256,72560,8.270717e+01,8.270734e+01,8.270670e+01
7257,72570,8.270717e+01,8.270734e+01,8.270670e+01
7258,72580,8.270717e+01,8.270734e+01,8.270670e+01
7259,72590,8.270717e+01,8.270734e+01,8.270670e+01
7260,72600,8.270717e+01,8.270734e+01,8.270670e+01
7261,72610,8.270717e+01,8.270733e+01,8.270669e+01
7262,72620,8.270717e+01,8.270733e+01,8.270669e+01
7263,72630,8.270717e+01,8.270733e+01,8.270669e+01
7264,72640,8.270717e+01,8.270733e+01,8.270669e+01
7265,72650,8.270717e+01,8.270733e+01,8.270669e+01
7266,72660,8.270717e+01,8.270732e+01,8.270669e+01
7267,72670,8.270717e+01,8.270732e+01,8.270669e+01
7268,72680,8.270717e+01,8.270732e+01,8.270669e+01
7269,72690,8.270717e+01,8.270732e+01,8.270669e+01
7270,72700,8.270717e+01,8.270732e+01,8.270669e+01
7271,72710,8.270717e+01,8.270730e+01,8.270668e+01
7272,72720,8.270717e+01,8.270730e+01,8.270668e+01
7273,72730,8.270717e+01,8.270730e+01,8.270668e+01
7274,72740,8.270717e+01,8.270730e+01,8.270668e+01
7275,72750,8.270717e+01,8.270730e+01,8.270668e+01
7276,72760,8.270717e+01,8.270729e+01,8.270667e+01
7277,72770,8.270717e+01,8.270729e+01,8.270667e+01
7278,72780,8.270717e+01,8.270729e+01,8.270667e+01
7279,72790,8.270717e+01,8.270729e+01,8.270667e+01
7280,72800,8.270717e+01,8.270729e+01,8.270667e+01
7281,72810,8.270717e+01,8.270728e+01,8.270667e+01
7282,72820,8.270717e+01,8.270728e+01,8.270667e+01
7283,72830,8.270717e+01,8.270728e+01,8.270667e+01
7284,72840,8.270717e+01,8.270728e+01,8.270667e+01
7285,72850,8.270717e+01,8.270728e+01,8.270667e+01
7286,72860,8.270717e+01,8.270727e+01,8.270666e+01
7287,72870,8.270717e+01,8.270727e+01,8.270666e+01
7288,72880,8.270717e+01,8.270727e+01,8.270666e+01
7289,72890,8.270717e+01,8.270727e+01,8.270666e+01
7290,72900,8.270717e+01,8.270727e+01,8.270666e+01
7291,72910,8.270717e+01,8.270726e+01,8.270666e+01
7292,72920,8.270717e+01,8.270726e+01,8.270666e+01
7293,72930,8.270717e+01,8.270726e+01,8.270666e+01
7294,72940,8.270717e+01,8.270726e+01,8.270666e+01
7295,72950,8.270717e+01,8.270726e+01,8.270666e+01
7296,72960,8.270717e+01,8.270725e+01,8.270665e+01
7297,72970,8.270717e+01,8.270725e+01,8.270665e+01
7298,72980,8.270717e+01,8.270725e+01,8.270665e+01
7299,72990,8.270717e+01,8.270725e+01,8.270665e+01
7300,73000,8.270717e+01,8.270725e+01,8.270665e+01
7301,73010,8.270716e+01,8.270724e+01,8.270664e+01
7302,73020,8.270716e+01,8.270724e+01,8.270664e+01
7303,73030,8.270716e+01,8.270724e+01,8.270664e+01
7304,73040,8.270716e+01,8.270724e+01,8.270664e+01
7305,73050,8.270716e+01,8.270724e+01,8.270664e+01
7306,73060,8.270716e+01,8.270723e+01,8.270664e+01
7307,73070,8.270716e+01,8.270723e+01,8.270664e+01
7308,73080,8.270716e+01,8.270723e+01,8.270664e+01
